164647 particles, 77640 voids.
Void# FileVoid# CoreParticle CoreDens ZoneVol Zone#Part Void#Zones VoidVol Void#Part VoidDensContrast VoidProb
457 73439 148982 1.254620e-01 5.177823e+02 900 1 5.177823e+02 900 2.779638 1.99e-06
458 68402 128054 6.778333e-01 1.615794e+01 63 1 1.615794e+01 63 2.755536 2.61e-06
459 25705 32899 2.699639e-01 1.833824e+01 46 1 1.833824e+01 46 2.755188 2.62e-06
460 54379 98371 1.491868e-01 2.925533e+02 637 1 2.925533e+02 637 2.753153 2.68e-06
461 21823 27600 7.985446e-01 4.524761e+00 11 1 4.524761e+00 11 2.748818 2.82e-06
462 202 276 3.129206e+00 5.794823e-01 5 1 5.794823e-01 5 2.686578 5.60e-06
463 55522 100978 5.885568e-01 1.375953e+01 67 1 1.375953e+01 67 2.677756 6.16e-06
464 3340 4579 2.880100e-01 9.247212e+01 180 1 9.247212e+01 180 2.658112 7.61e-06
465 6205 7652 3.750096e-01 3.411053e+01 94 1 3.411053e+01 94 2.651872 8.14e-06
466 42334 60044 2.024443e-01 1.139123e+02 210 1 1.139123e+02 210 2.611523 1.24e-05
467 9294 12681 1.098721e+00 5.535349e+00 47 1 5.535349e+00 47 2.598989 1.42e-05
468 71308 137163 2.292939e-01 5.575857e+01 114 1 5.575857e+01 114 2.597591 1.44e-05
469 26377 33997 2.759787e-01 4.977471e+01 184 1 4.977471e+01 184 2.578233 1.75e-05
470 42335 60060 1.190243e+00 1.771035e+00 9 1 1.771035e+00 9 2.576999 1.78e-05
471 55305 100346 2.859588e-01 5.074262e+01 107 1 5.074262e+01 107 2.568280 1.94e-05
472 39981 53303 4.206833e-01 3.041540e+01 91 1 3.041540e+01 91 2.561382 2.08e-05
473 26998 34893 7.651375e+00 2.179633e-01 3 1 2.179633e-01 3 2.550224 2.33e-05
474 20641 25774 1.557067e-01 1.751300e+02 386 1 1.751300e+02 386 2.547055 2.40e-05
475 25451 32424 2.228488e+00 6.252927e-01 2 1 6.252927e-01 2 2.541573 2.54e-05
476 65510 120254 5.314937e-01 6.379696e+00 12 1 6.379696e+00 12 2.533495 2.75e-05
477 44844 68249 2.843184e-01 6.236522e+01 177 1 6.236522e+01 177 2.479036 4.70e-05
478 587 805 8.338522e-01 8.555761e+00 72 1 8.555761e+00 72 2.438938 6.89e-05
479 73440 149011 1.802289e-01 1.034957e+02 215 1 1.034957e+02 215 2.424396 7.89e-05
480 20550 25655 2.734643e-01 6.126294e+01 166 1 6.126294e+01 166 2.417392 8.43e-05
481 22813 29247 1.093704e+00 5.160244e+00 31 1 5.160244e+00 31 2.407750 9.22e-05
482 55157 99946 2.617057e+00 1.280459e+00 9 1 1.280459e+00 9 2.381545 1.17e-04
483 65645 120618 2.971215e-01 1.436732e+01 33 1 1.436732e+01 33 2.344181 1.64e-04
484 2351 3299 6.347826e-01 9.948283e+00 31 1 9.948283e+00 31 2.283888 2.79e-04
485 41076 55780 4.379882e-01 2.687133e+01 69 1 2.687133e+01 69 2.283366 2.80e-04
486 4946 6235 1.868607e+00 4.817364e+00 44 1 4.817364e+00 44 2.277081 2.96e-04
487 48190 79756 5.327780e-01 5.595193e+00 10 1 5.595193e+00 10 2.271693 3.10e-04
488 11161 15154 3.159367e-01 2.888752e+01 104 1 2.888752e+01 104 2.252151 3.66e-04
489 70862 136362 3.582497e-01 4.069345e+01 97 1 4.069345e+01 97 2.248326 3.78e-04
490 69165 131161 2.629789e-01 7.042870e+01 154 1 7.042870e+01 154 2.235535 4.21e-04
491 47353 77047 1.492364e-01 1.517104e+02 251 1 1.517104e+02 251 2.232777 4.31e-04
492 20802 26031 4.531549e+00 1.078011e+00 11 1 1.078011e+00 11 2.210770 5.18e-04
493 7959 10453 3.980912e-01 5.265150e+01 147 1 5.265150e+01 147 2.207861 5.30e-04
494 48573 80752 2.200392e+00 4.323216e+00 33 1 4.323216e+00 33 2.207760 5.31e-04
495 64426 116009 1.713526e-01 1.456011e+02 236 1 1.456011e+02 236 2.207438 5.32e-04
496 21220 26753 8.981099e-01 7.732282e+00 50 1 7.732282e+00 50 2.198118 5.75e-04
497 22774 29134 3.670633e-01 1.574206e+01 29 1 1.574206e+01 29 2.153318 8.27e-04
498 10839 14686 1.037158e+00 8.978460e+00 48 1 8.978460e+00 48 2.147139 8.69e-04
499 1405 1999 3.031723e+00 1.469160e+00 16 1 1.469160e+00 16 2.134031 9.64e-04
500 54121 97824 7.413195e-01 9.856225e+00 61 1 9.856225e+00 61 2.131019 9.88e-04
501 41499 56766 2.490151e-01 8.084464e+01 182 1 8.084464e+01 182 2.123116 1.05e-03
502 44604 67159 1.634921e+00 7.383492e-01 2 1 7.383492e-01 2 2.122271 1.06e-03
503 74091 153288 4.470516e-01 7.885889e+01 281 1 7.885889e+01 281 2.120943 1.07e-03
504 72284 142554 4.305235e-01 6.438699e+01 265 1 6.438699e+01 265 2.114948 1.12e-03
505 72072 141529 1.692715e-01 2.749249e+02 526 1 2.749249e+02 526 2.111249 1.15e-03
506 632 976 3.372504e+00 7.436029e-01 5 1 7.436029e-01 5 2.104681 1.21e-03
507 74309 154142 3.684438e+01 3.450640e-02 2 1 3.450640e-02 2 2.092512 1.34e-03
508 45228 69520 1.039577e+00 2.243183e+00 14 1 2.243183e+00 14 2.083383 1.43e-03
509 51227 90903 1.325169e+00 1.623926e+00 5 1 1.623926e+00 5 2.058717 1.73e-03
510 8198 10838 2.352684e+00 1.477630e+00 11 1 1.477630e+00 11 2.043222 1.95e-03
511 47800 78781 7.134041e-01 1.682524e+01 55 1 1.682524e+01 55 2.022122 2.28e-03
512 64735 118110 1.174202e+01 1.273273e-01 2 1 1.273273e-01 2 2.019878 2.32e-03
513 42049 58829 6.157328e-01 1.164494e+01 45 1 1.164494e+01 45 2.019308 2.33e-03
514 4935 6219 3.950813e+00 1.881297e+00 23 1 1.881297e+00 23 2.014761 2.41e-03
515 75612 159533 4.398440e-01 1.805114e+01 43 1 1.805114e+01 43 2.001766 2.65e-03
516 71333 137349 2.066077e-01 5.769012e+01 80 1 5.769012e+01 80 2.000304 2.68e-03
517 43503 64411 2.189656e-01 2.137517e+02 371 1 2.137517e+02 371 1.999120 2.70e-03
518 49350 84204 1.282071e-01 3.074306e+02 400 1 3.074306e+02 400 1.998276 2.72e-03
519 72312 142682 1.516019e-01 1.572768e+02 263 1 1.572768e+02 263 1.996466 2.76e-03
520 20975 26330 4.561199e-01 7.417073e+01 292 1 7.417073e+01 292 1.992214 2.84e-03
521 56250 102575 2.407182e-01 2.017662e+02 618 1 2.017662e+02 618 1.990307 2.88e-03
522 66041 122245 1.652626e-01 1.509007e+02 289 1 1.509007e+02 289 1.977532 3.16e-03
523 42500 61109 1.914200e-01 9.288959e+01 129 1 9.288959e+01 129 1.973141 3.27e-03
524 866 1267 1.447323e+00 2.198592e+00 14 1 2.198592e+00 14 1.972996 3.27e-03
525 102 119 4.135127e+00 1.041813e+00 8 1 1.041813e+00 8 1.971956 3.30e-03
526 42244 59833 5.443311e-01 8.874128e+00 33 1 8.874128e+00 33 1.958722 3.63e-03
527 8322 10989 2.148201e-01 1.412076e+02 428 1 1.412076e+02 428 1.956972 3.67e-03
528 43953 66033 2.109009e-01 7.441956e+01 118 1 7.441956e+01 118 1.955563 3.71e-03
529 47482 77565 2.458557e-01 4.184782e+01 133 1 4.184782e+01 133 1.953829 3.76e-03
530 36247 46215 6.105373e-01 4.402622e+01 171 1 4.402622e+01 171 1.953310 3.77e-03
531 43520 64469 2.405896e-01 9.914026e+01 199 1 9.914026e+01 199 1.949781 3.87e-03
532 6600 8502 7.980152e-01 4.266228e+00 10 1 4.266228e+00 10 1.944801 4.01e-03
533 73954 151396 4.704780e-01 3.356167e+01 159 1 3.356167e+01 159 1.935339 4.29e-03
534 71940 140414 5.263586e-01 2.028691e+01 80 1 2.028691e+01 80 1.918526 4.83e-03
535 64918 118866 9.864222e-01 3.206369e+00 13 1 3.206369e+00 13 1.917257 4.87e-03
536 38231 49942 7.816792e-01 2.070355e+00 8 1 2.070355e+00 8 1.909132 5.16e-03
537 41816 57825 2.734274e-01 3.723384e+01 83 1 3.723384e+01 83 1.902998 5.38e-03
538 77173 163690 1.289460e-01 3.594402e+02 641 1 3.594402e+02 641 1.899683 5.51e-03
539 77614 164563 1.904535e+00 1.219594e+00 4 1 1.219594e+00 4 1.883056 6.18e-03
540 41628 57164 3.384855e-01 3.898776e+01 93 1 3.898776e+01 93 1.881892 6.23e-03
541 45752 71323 2.708778e+00 8.398752e-01 4 1 8.398752e-01 4 1.876843 6.45e-03
542 69215 131491 5.347159e-01 5.427369e+01 215 1 5.427369e+01 215 1.873787 6.59e-03
543 55389 100542 5.471263e+01 2.207101e-02 2 1 2.207101e-02 2 1.867401 6.89e-03
544 68534 128771 7.308207e-01 4.810968e+00 18 1 4.810968e+00 18 1.863300 7.08e-03
545 67739 125297 2.932395e-01 6.286091e+01 178 1 6.286091e+01 178 1.862554 7.12e-03
546 56566 103748 3.690529e-01 1.076493e+02 241 1 1.076493e+02 241 1.854014 7.55e-03
547 72370 143315 9.190293e-02 5.247089e+02 597 1 5.247089e+02 597 1.851438 7.68e-03
548 46315 73140 1.582275e-01 1.886960e+02 337 1 1.886960e+02 337 1.842487 8.16e-03
549 27904 36335 6.120732e-01 2.333686e+01 72 1 2.333686e+01 72 1.838252 8.40e-03
550 56614 103989 1.430938e-01 1.052536e+02 161 1 1.052536e+02 161 1.834109 8.63e-03
551 2713 3789 8.069342e-01 5.960291e+00 15 1 5.960291e+00 15 1.833212 8.69e-03
552 51287 91139 1.486518e+00 2.890007e+00 14 1 2.890007e+00 14 1.829238 8.92e-03
553 74347 154269 5.482678e-01 1.607615e+01 42 1 1.607615e+01 42 1.827902 9.00e-03
554 9285 12654 1.600986e+00 4.682116e+00 27 1 4.682116e+00 27 1.820879 9.44e-03
555 29198 38278 4.235087e+00 3.262739e-01 4 1 3.262739e-01 4 1.820316 9.47e-03
556 49722 85608 3.039396e-01 6.879444e+01 150 1 6.879444e+01 150 1.816748 9.70e-03
557 28590 37536 4.318798e-01 5.426440e+01 172 1 5.426440e+01 172 1.816266 9.73e-03
558 71852 140140 1.408854e-01 4.474317e+02 697 1 4.474317e+02 697 1.811574 1.00e-02
559 44908 68526 2.046883e-01 2.353436e+02 386 1 2.353436e+02 386 1.809637 1.02e-02
560 72820 145480 2.286920e-01 5.758776e+01 95 1 5.758776e+01 95 1.806754 1.04e-02
561 47311 76777 3.859428e-01 1.013650e+01 12 1 1.013650e+01 12 1.804689 1.05e-02
562 42788 62155 5.053480e-01 1.006548e+01 18 1 1.006548e+01 18 1.800488 1.08e-02
563 5808 7181 2.365777e+00 1.917003e+00 18 1 1.917003e+00 18 1.798550 1.09e-02
564 56975 105103 2.801259e-01 8.421420e+01 185 1 8.421420e+01 185 1.794420 1.12e-02
565 40073 53496 3.662550e-01 4.148605e+01 107 1 4.148605e+01 107 1.787097 1.18e-02
566 59744 108196 3.754461e-01 4.947228e+01 159 1 4.947228e+01 159 1.783668 1.21e-02
567 54877 99315 1.766457e+00 2.463866e+00 11 1 2.463866e+00 11 1.782633 1.22e-02
568 588 810 4.705496e-01 2.111336e+01 65 1 2.111336e+01 65 1.779482 1.24e-02
569 75175 158243 1.938972e-01 1.394783e+02 410 1 1.394783e+02 410 1.775301 1.28e-02
570 71307 137162 4.651988e-01 2.059153e+01 46 1 2.059153e+01 46 1.775278 1.28e-02
572 45553 70686 4.237135e-01 3.822237e+01 128 1 3.822237e+01 128 1.764802 1.37e-02
573 73130 146832 4.024478e-01 5.805450e+01 151 1 5.805450e+01 151 1.763405 1.38e-02
574 2700 3754 1.305595e+00 7.325225e+00 34 1 7.325225e+00 34 1.762162 1.39e-02
575 36686 47079 1.879104e-01 8.893208e+01 85 1 8.893208e+01 85 1.760709 1.40e-02
576 2687 3715 4.490673e-01 2.880465e+01 52 1 2.880465e+01 52 1.759558 1.41e-02
577 70220 135358 2.123080e-01 6.667712e+01 92 1 6.667712e+01 92 1.756177 1.44e-02
578 54151 97891 2.199522e+00 1.665172e+00 9 1 1.665172e+00 9 1.753593 1.47e-02
579 71614 138817 3.248543e-01 1.984468e+01 39 1 1.984468e+01 39 1.751988 1.48e-02
580 73156 146980 2.011237e-01 1.271956e+02 222 1 1.271956e+02 222 1.749663 1.51e-02
581 26226 33783 3.412822e-01 7.260931e+01 187 1 7.260931e+01 187 1.749387 1.51e-02
582 68562 128814 4.620796e+00 5.288540e-01 4 1 5.288540e-01 4 1.746171 1.54e-02
583 29675 38860 1.499423e+01 1.314753e-01 5 1 1.314753e-01 5 1.745246 1.55e-02
584 63867 113326 5.821822e-01 4.629155e+00 8 1 4.629155e+00 8 1.736362 1.64e-02
585 37263 48106 9.755772e-01 8.241022e+00 29 1 8.241022e+00 29 1.735982 1.65e-02
586 1423 2084 5.500804e-01 3.129356e+01 130 1 3.129356e+01 130 1.732249 1.68e-02
587 44814 68093 1.445455e-01 2.211700e+02 375 1 2.211700e+02 375 1.729841 1.71e-02
588 28255 36982 5.818076e-01 8.911589e+00 27 1 8.911589e+00 27 1.729102 1.72e-02
589 71089 136795 7.566253e+00 2.997013e-01 4 1 2.997013e-01 4 1.726371 1.75e-02
590 51175 90678 6.048962e-01 3.662706e+01 143 1 3.662706e+01 143 1.721341 1.81e-02
591 72228 142279 2.037493e-01 9.093578e+01 216 1 9.093578e+01 216 1.711931 1.92e-02
592 55819 101764 5.040171e-01 2.540749e+01 103 1 2.540749e+01 103 1.711502 1.92e-02
593 6400 8014 3.543154e-01 2.528522e+01 43 1 2.528522e+01 43 1.703681 2.02e-02
594 52335 93542 1.188948e+01 2.043269e-01 6 1 2.043269e-01 6 1.702687 2.03e-02
595 46919 75897 2.898539e-01 8.308338e+01 267 1 8.308338e+01 267 1.700223 2.06e-02
596 72731 144791 1.678196e+01 8.400751e-02 2 1 8.400751e-02 2 1.699588 2.07e-02
597 44695 67591 1.028168e+00 2.326540e+00 10 1 2.326540e+00 10 1.699495 2.07e-02
598 46975 76018 4.991148e-01 1.444821e+01 32 1 1.444821e+01 32 1.698100 2.09e-02
599 42010 58615 1.296602e+00 3.582854e+00 12 1 3.582854e+00 12 1.692928 2.16e-02
600 40353 54166 1.307890e+00 2.587012e+00 8 1 2.587012e+00 8 1.692508 2.17e-02
601 72721 144703 1.226856e-01 3.197313e+02 452 1 3.197313e+02 452 1.688298 2.23e-02
602 77590 164502 3.813055e-01 5.175788e+01 126 1 5.175788e+01 126 1.678921 2.36e-02
603 74556 155799 3.400495e-01 3.565196e+01 81 1 3.565196e+01 81 1.677420 2.38e-02
604 45557 70704 6.140177e-01 9.876311e+00 26 1 9.876311e+00 26 1.674204 2.43e-02
605 2702 3758 1.442271e+00 4.939086e+00 37 1 4.939086e+00 37 1.664983 2.57e-02
606 68412 128143 4.208715e-01 2.878417e+01 87 1 2.878417e+01 87 1.662835 2.61e-02
607 45500 70522 5.236832e-01 1.569208e+01 36 1 1.569208e+01 36 1.660770 2.64e-02
608 49991 87041 4.526031e-01 2.781416e+01 69 1 2.781416e+01 69 1.659845 2.66e-02
609 56011 102139 1.899577e-01 1.516914e+02 349 1 1.516914e+02 349 1.657776 2.69e-02
610 52702 94638 4.629956e-01 1.371286e+01 23 1 1.371286e+01 23 1.656694 2.71e-02
611 55234 100128 1.790648e+00 4.084456e+00 32 1 4.084456e+00 32 1.653166 2.77e-02
612 29166 38204 1.561096e+01 5.143517e-01 18 1 5.143517e-01 18 1.652606 2.78e-02
613 39974 53278 4.677552e-01 3.950511e+01 122 1 3.950511e+01 122 1.650065 2.82e-02
614 47691 78356 5.020417e-01 2.623041e+01 86 1 2.623041e+01 86 1.648788 2.84e-02
615 71083 136777 2.112097e-01 5.321234e+01 71 1 5.321234e+01 71 1.648663 2.85e-02
616 10807 14612 8.847664e-01 1.464021e+00 2 1 1.464021e+00 2 1.647796 2.86e-02
617 74891 157350 1.455455e-01 2.791020e+02 563 1 2.791020e+02 563 1.642845 2.95e-02
618 52211 93195 4.350413e+00 6.001216e-01 9 1 6.001216e-01 9 1.640384 2.99e-02
619 73345 148586 2.535803e-01 5.116787e+01 117 1 5.116787e+01 117 1.629589 3.20e-02
620 37503 48422 1.291513e+00 4.758446e+00 24 1 4.758446e+00 24 1.624168 3.31e-02
621 63793 113072 5.040346e-01 2.299860e+01 69 1 2.299860e+01 69 1.620198 3.39e-02
622 41587 57063 2.960099e-01 9.662749e+01 186 1 9.662749e+01 186 1.615730 3.48e-02
623 73830 150642 1.909101e-01 3.792076e+02 861 1 3.792076e+02 861 1.613707 3.52e-02
624 63868 113332 4.185225e-01 5.616001e+01 195 1 5.616001e+01 195 1.607994 3.65e-02
625 64348 115690 1.973890e-01 7.858877e+01 107 1 7.858877e+01 107 1.607061 3.67e-02
626 39724 52791 1.411096e-01 1.014877e+02 145 1 1.014877e+02 145 1.602144 3.78e-02
627 9268 12617 3.113532e+00 2.684089e+00 18 1 2.684089e+00 18 1.601062 3.80e-02
628 42082 58998 8.375327e-01 3.506551e+00 9 1 3.506551e+00 9 1.601023 3.80e-02
629 69190 131291 2.710692e-01 7.390930e+01 145 1 7.390930e+01 145 1.599189 3.84e-02
630 40349 54139 1.562094e-01 2.521644e+02 381 1 2.521644e+02 381 1.598693 3.86e-02
631 49971 86905 3.386258e-01 7.833826e+01 229 1 7.833826e+01 229 1.598493 3.86e-02
632 72223 142254 6.321499e-01 9.592908e+00 33 1 9.592908e+00 33 1.597457 3.88e-02
633 67866 125624 5.490280e+00 3.645828e-01 4 1 3.645828e-01 4 1.597220 3.89e-02
634 75678 160399 2.529382e-01 1.376800e+02 225 1 1.376800e+02 225 1.595109 3.94e-02
635 70010 134194 1.958251e+00 4.797208e+00 41 1 4.797208e+00 41 1.594801 3.95e-02
636 19428 24333 4.775549e-01 1.802757e+01 34 1 1.802757e+01 34 1.592876 3.99e-02
637 64865 118650 1.927185e-01 1.271655e+02 137 1 1.271655e+02 137 1.592637 4.00e-02
638 49167 83404 1.705859e+00 2.782571e+00 14 1 2.782571e+00 14 1.591860 4.02e-02
639 71728 139389 4.525224e-01 4.033520e+01 111 1 4.033520e+01 111 1.591370 4.03e-02
640 47397 77348 1.961301e-01 1.058822e+02 186 1 1.058822e+02 186 1.585530 4.17e-02
641 72172 141995 2.670162e-01 6.550052e+01 122 1 6.550052e+01 122 1.583317 4.23e-02
642 45627 70944 6.377748e-01 7.909700e+00 17 1 7.909700e+00 17 1.583003 4.24e-02
643 52815 95075 6.752775e-01 6.653992e+00 37 1 6.653992e+00 37 1.580663 4.30e-02
644 22816 29255 1.078650e+00 9.221917e+00 49 1 9.221917e+00 49 1.576961 4.39e-02
645 63932 113594 2.435993e-01 1.169963e+02 152 1 1.169963e+02 152 1.575968 4.42e-02
646 61032 110014 8.969326e-01 6.525513e+00 17 1 6.525513e+00 17 1.574346 4.46e-02
647 42204 59633 2.356621e-01 9.177465e+01 173 1 9.177465e+01 173 1.571660 4.53e-02
648 868 1274 4.980971e-01 2.899961e+01 96 1 2.899961e+01 96 1.571395 4.54e-02
649 75823 161271 1.750133e-01 6.664374e+01 90 1 6.664374e+01 90 1.569544 4.59e-02
650 68779 129559 2.185185e-01 1.400414e+02 365 1 1.400414e+02 365 1.569481 4.59e-02
651 24210 31064 5.964514e-01 2.483106e+01 56 1 2.483106e+01 56 1.568497 4.62e-02
652 68425 128190 3.887160e-01 1.780885e+01 48 1 1.780885e+01 48 1.568467 4.62e-02
653 622 947 3.831614e+00 9.041933e-01 9 1 9.041933e-01 9 1.566846 4.66e-02
654 1123 1640 4.893439e-01 4.846365e+01 160 1 4.846365e+01 160 1.564468 4.73e-02
655 55124 99844 1.962003e-01 9.862239e+01 175 1 9.862239e+01 175 1.564374 4.73e-02
656 47892 79142 5.350873e-01 3.314991e+01 75 1 3.314991e+01 75 1.563514 4.76e-02
657 76986 163398 2.277080e-01 1.671567e+02 237 1 1.671567e+02 237 1.562014 4.80e-02
658 77242 163855 1.181667e+01 2.456804e-01 7 1 2.456804e-01 7 1.558804 4.89e-02
659 49858 86290 1.483871e-01 4.534385e+02 664 1 4.534385e+02 664 1.557884 4.92e-02
660 71561 138490 1.296970e+00 6.758929e+00 36 1 6.758929e+00 36 1.556784 4.95e-02
661 22381 28401 4.390615e+00 5.426310e-01 6 1 5.426310e-01 6 1.556498 4.96e-02
662 12614 17123 2.578388e+00 4.946662e+00 49 1 4.946662e+00 49 1.555575 4.98e-02
663 46870 75657 1.954605e-01 1.495209e+02 258 1 1.495209e+02 258 1.550690 5.13e-02
664 3330 4563 1.285047e+00 1.760481e+00 5 1 1.760481e+00 5 1.550374 5.14e-02
665 43089 63014 2.195746e-01 2.146029e+02 551 1 2.146029e+02 551 1.546740 5.25e-02
666 9216 12486 4.812344e-01 1.532816e+01 34 1 1.532816e+01 34 1.545611 5.29e-02
667 50016 87117 2.571066e-01 1.941287e+02 530 1 1.941287e+02 530 1.545376 5.29e-02
668 25571 32641 5.022177e-01 2.958029e+01 93 1 2.958029e+01 93 1.545294 5.30e-02
669 26003 33419 7.289628e-01 2.356575e+01 83 1 2.356575e+01 83 1.543487 5.35e-02
670 41583 57030 2.181477e+00 1.844144e+00 10 1 1.844144e+00 10 1.542709 5.38e-02
671 29195 38275 9.074976e-01 2.169667e+00 6 1 2.169667e+00 6 1.539480 5.48e-02
672 57762 106112 5.303618e-01 6.949949e+00 12 1 6.949949e+00 12 1.537118 5.56e-02
673 75136 158129 2.005987e-01 8.149982e+01 174 1 8.149982e+01 174 1.535767 5.60e-02
674 48624 80922 5.939505e-01 2.351034e+01 72 1 2.351034e+01 72 1.534345 5.65e-02
675 43033 62826 3.369212e-01 4.225487e+01 120 1 4.225487e+01 120 1.528345 5.85e-02
676 45550 70656 2.513919e-01 5.814524e+01 125 1 5.814524e+01 125 1.527116 5.89e-02
677 48924 82629 2.711337e-01 1.858500e+02 407 1 1.858500e+02 407 1.524838 5.97e-02
678 42641 61778 2.672935e+00 6.089471e-01 4 1 6.089471e-01 4 1.524716 5.97e-02
679 47877 79004 2.552095e-01 6.847225e+01 105 1 6.847225e+01 105 1.524189 5.99e-02
680 28587 37516 3.929900e-01 5.782465e+01 116 1 5.782465e+01 116 1.522878 6.04e-02
681 45016 68799 1.485060e-01 2.081224e+02 471 1 2.081224e+02 471 1.522348 6.06e-02
682 65694 120888 1.418846e-01 2.120928e+02 365 1 2.120928e+02 365 1.516253 6.27e-02
683 48763 81668 4.411790e-01 8.456808e+01 257 1 8.456808e+01 257 1.515655 6.30e-02
684 64324 115578 2.017806e-01 1.540604e+02 169 1 1.540604e+02 169 1.515088 6.32e-02
685 46912 75833 3.410068e-01 3.919808e+01 58 1 3.919808e+01 58 1.514070 6.35e-02
686 11644 15808 3.204814e-01 4.500487e+01 73 1 4.500487e+01 73 1.514003 6.36e-02
687 42270 59898 9.703866e+00 1.351490e-01 2 1 1.351490e-01 2 1.513500 6.37e-02
688 65295 119740 5.210022e-01 1.399332e+01 41 1 1.399332e+01 41 1.513362 6.38e-02
689 49882 86410 5.042140e-01 6.484083e+00 9 1 6.484083e+00 9 1.507859 6.59e-02
690 48503 80543 7.680396e-01 6.166114e+00 13 1 6.166114e+00 13 1.507226 6.61e-02
691 73114 146648 1.911283e-01 2.500341e+02 484 1 2.500341e+02 484 1.495662 7.07e-02
692 75549 159377 4.815625e-01 1.467549e+01 21 1 1.467549e+01 21 1.495450 7.07e-02
693 19320 24113 9.747100e-01 8.111701e+00 75 1 8.111701e+00 75 1.489736 7.31e-02
694 73145 146918 7.478134e-01 8.376553e+00 36 1 8.376553e+00 36 1.486279 7.46e-02
695 74065 152928 2.499267e-01 1.077290e+02 196 1 1.077290e+02 196 1.485179 7.50e-02
696 49106 83212 2.403631e-01 1.695213e+02 331 1 1.695213e+02 331 1.484023 7.55e-02
697 6210 7672 1.763542e+00 2.474919e+00 17 1 2.474919e+00 17 1.483267 7.59e-02
698 73561 149279 4.668487e-01 1.718724e+01 44 1 1.718724e+01 44 1.483062 7.60e-02
699 50285 87930 1.893699e-01 1.638927e+02 185 1 1.638927e+02 185 1.482377 7.63e-02
700 21464 27094 1.719417e+00 9.747795e-01 2 1 9.747795e-01 2 1.479175 7.77e-02
701 51264 91037 3.656640e+00 7.657649e-01 7 1 7.657649e-01 7 1.478657 7.79e-02
702 55312 100362 4.318533e-01 5.097655e+01 154 1 5.097655e+01 154 1.476249 7.90e-02
703 65200 119467 3.074534e-01 2.941688e+01 51 1 2.941688e+01 51 1.476171 7.90e-02
704 45483 70437 1.145593e+00 3.161548e+00 11 1 3.161548e+00 11 1.475065 7.95e-02
705 71796 139724 1.833646e-01 2.439541e+02 464 1 2.439541e+02 464 1.474058 8.00e-02
706 45415 70167 5.075786e-01 3.274429e+01 101 1 3.274429e+01 101 1.473211 8.04e-02
707 65600 120474 1.539087e+00 2.511317e+00 10 1 2.511317e+00 10 1.472908 8.05e-02
708 72307 142621 1.914296e-01 2.052796e+02 314 1 2.052796e+02 314 1.472559 8.07e-02
709 71838 139977 3.359246e-01 1.147440e+02 214 1 1.147440e+02 214 1.470665 8.15e-02
710 44589 67125 3.487196e+00 3.028031e-01 2 1 3.028031e-01 2 1.470404 8.17e-02
711 46254 72756 4.757686e-01 1.672070e+01 30 1 1.672070e+01 30 1.468620 8.25e-02
712 51142 90555 2.170190e-01 1.494032e+02 235 1 1.494032e+02 235 1.467595 8.30e-02
713 72726 144730 1.265449e-01 4.606224e+02 829 1 4.606224e+02 829 1.465911 8.38e-02
714 74287 154084 3.895417e-01 4.757303e+01 119 1 4.757303e+01 119 1.465308 8.41e-02
715 55763 101613 7.220767e-01 2.130844e+01 147 1 2.130844e+01 147 1.464953 8.42e-02
716 67919 126014 7.238625e-01 1.183432e+01 39 1 1.183432e+01 39 1.464775 8.43e-02
717 54745 99060 2.790972e-01 1.592741e+02 312 1 1.592741e+02 312 1.462726 8.53e-02
718 40926 55482 7.072428e-01 1.072904e+01 37 1 1.072904e+01 37 1.462003 8.56e-02
719 75639 159880 2.636762e-01 5.259700e+01 123 1 5.259700e+01 123 1.460136 8.66e-02
720 11391 15488 6.508857e-01 1.558078e+01 29 1 1.558078e+01 29 1.456956 8.81e-02
721 75036 157729 3.647668e-01 1.008372e+02 278 1 1.008372e+02 278 1.456761 8.82e-02
722 46317 73146 3.318490e-01 6.683991e+01 164 1 6.683991e+01 164 1.456235 8.85e-02
723 51474 91799 4.000926e-01 9.431313e+01 230 1 9.431313e+01 230 1.455487 8.89e-02
724 50757 89120 3.530526e-01 9.126430e+01 318 1 9.126430e+01 318 1.452851 9.02e-02
725 37057 47854 1.801344e+00 2.746520e+00 14 1 2.746520e+00 14 1.449555 9.19e-02
726 36760 47405 1.909258e-01 1.934034e+02 462 1 1.934034e+02 462 1.449462 9.20e-02
727 51773 92397 2.489995e-01 1.186566e+02 232 1 1.186566e+02 232 1.447733 9.29e-02
728 75555 159399 4.992346e-01 1.533408e+01 34 1 1.533408e+01 34 1.442799 9.55e-02
729 56937 104947 6.547511e-01 3.337022e+00 12 1 3.337022e+00 12 1.442462 9.57e-02
730 54292 98199 2.714970e+00 5.054895e-01 2 1 5.054895e-01 2 1.441616 9.61e-02
731 71846 140059 5.307384e-01 2.539569e+01 63 1 2.539569e+01 63 1.439368 9.73e-02
732 42624 61707 3.452049e-01 2.610972e+01 76 1 2.610972e+01 76 1.436350 9.90e-02
733 49455 84569 2.734795e-01 3.393269e+01 58 1 3.393269e+01 58 1.434315 1.00e-01
734 40849 55279 7.534598e-01 1.063935e+01 22 1 1.063935e+01 22 1.433125 1.01e-01
735 21333 26912 9.633234e-01 6.103831e+00 35 1 6.103831e+00 35 1.432752 1.01e-01
